split_landsatb_B1,split_landsatb_B2,split_landsatb_B3,split_landsatb_B4,split_landsatb_B5,split_landsatb_B6,split_landsatb_B7,split_landsatb_B8,HH_pknp,HV_pknp,RFDI2016,Ratio2016,class
0.118970444,0.097114926,0.079971098,0.241948352,0.155276317,0.071231244,304.0277383,301.3494907,5295,2766,0.571239471,0.272880465,7
0.121357436,0.098815605,0.077030259,0.267359798,0.143781998,0.06004896,304.1006737,301.2805826,5561,4505,0.207531214,0.656271875,7
0.11422643,0.091813218,0.066884105,0.273640165,0.129147566,0.052013908,302.6416758,300.3070442,5913,3599,0.459358007,0.370465636,6
0.120220672,0.097910529,0.078869507,0.259343821,0.15788909,0.069451487,304.1730401,301.3308596,5423,4449,0.195423454,0.673047304,7
0.121514757,0.098062609,0.082027376,0.228605165,0.151918703,0.070836973,304.3886105,301.5987009,5214,3841,0.29644227,0.542683423,7
0.121954873,0.099119405,0.083086833,0.23299118,0.155968869,0.073240324,304.1794795,301.5462673,6780,4154,0.454141319,0.375382125,7
0.12098974,0.098178643,0.081535144,0.240189581,0.159525405,0.073003405,303.9073585,301.3034077,5080,3269,0.414329827,0.414097309,7
0.11446647,0.092365828,0.065482419,0.293149636,0.128959084,0.049613334,302.1433298,299.8464246,6734,4026,0.47336325,0.357438505,6
0.11387493,0.090990421,0.065952277,0.270290573,0.124306407,0.04834839,303.0111289,300.453749,7234,4159,0.503151834,0.330537558,6
0.115513303,0.092521665,0.0698491,0.249914268,0.121582588,0.050064359,302.7733917,300.4037896,8674,5266,0.461376786,0.368572444,6
0.115685215,0.09368333,0.067408634,0.27603379,0.126284123,0.049743249,302.7948058,300.4053383,5352,3265,0.457551897,0.372163832,6
0.113990107,0.091642791,0.066217467,0.295984957,0.132341359,0.050780172,302.7493196,300.5623758,7077,4366,0.448645264,0.380600244,7
0.113736435,0.090640742,0.066165817,0.269120303,0.12719721,0.050183623,302.8452048,300.3443979,6385,4019,0.432459772,0.396199763,6
0.115320481,0.092648737,0.068331933,0.26129093,0.12840555,0.051816864,302.7783279,300.2861377,6755,4355,0.412780672,0.415647924,6
0.11419076,0.091778992,0.067237788,0.271930197,0.133691608,0.053471708,302.7390673,300.3354199,7006,3752,0.554238081,0.28680414,7
0.114373716,0.091654959,0.068752466,0.251771492,0.130171069,0.054132288,303.1471744,300.5997369,6341,3391,0.555230618,0.285982907,3
0.116084682,0.094207419,0.071790485,0.254860777,0.138959695,0.059263797,302.7826999,300.2930035,11104,3958,0.774535894,0.127055272,7
0.114215631,0.092398638,0.069326132,0.270573624,0.140588767,0.058036007,303.0033942,300.5317595,7654,4065,0.559987247,0.282061756,3
0.113712398,0.090670328,0.066167258,0.276261564,0.129363594,0.051083837,302.9724147,300.5161857,6383,3263,0.58563149,0.261327118,7
0.122512434,0.099960982,0.083050267,0.238162135,0.144039735,0.066752381,304.7907512,301.9515536,3787,2427,0.417712837,0.410722911,7
0.122311923,0.100351517,0.081961439,0.250761907,0.141556732,0.063662945,304.6692142,301.8344219,4333,2519,0.494801134,0.337970614,7
0.12136573,0.098835494,0.080088935,0.249762518,0.144210968,0.06302343,304.3179999,301.482791,8514,5004,0.486507237,0.345435768,7
0.118214717,0.097400599,0.081041713,0.249108519,0.170841366,0.081533746,303.5899327,300.7649482,7641,3691,0.62161392,0.23333919,3
0.122738124,0.102227744,0.082782644,0.27206693,0.147260994,0.066531563,304.6219003,301.6990461,5127,2237,0.680145621,0.190372989,7
0.115133631,0.091439928,0.068833929,0.260195846,0.135748392,0.062102706,303.1055401,300.7631326,6628,3667,0.53128171,0.306095421,3
0.123547505,0.104914502,0.0900904,0.272298264,0.178654474,0.083275706,304.315127,301.3980774,7934,4196,0.56287092,0.279696196,7
0.119090753,0.09678733,0.083214476,0.2290289,0.170131957,0.091865939,303.9151179,301.1189552,6824,3385,0.605060399,0.24605903,5
0.12066598,0.098864838,0.090615564,0.222176526,0.184685225,0.106333504,304.4877614,301.5306762,8130,3194,0.732586324,0.154343635,3
0.130928575,0.114271601,0.104801056,0.28201388,0.239511175,0.143570385,309.0118853,304.8574539,8205,4550,0.529619753,0.307514518,7
0.11571531,0.093046527,0.068512933,0.271681127,0.132036983,0.054854145,303.2947014,300.7892204,6538,3523,0.549956143,0.29035911,3
0.135717454,0.12031189,0.124377049,0.27069627,0.263004013,0.164203547,309.4730671,305.1815542,5157,2200,0.692059577,0.181991503,7
0.119932845,0.098835351,0.079349522,0.259148105,0.146005706,0.063204269,303.9035739,301.1746205,5574,4004,0.319256544,0.516005337,5
0.117696784,0.09649322,0.075651327,0.259525603,0.141790897,0.061409282,303.3885574,300.8916624,7388,4351,0.484961599,0.346836179,7
0.117441362,0.096729323,0.074915478,0.264902746,0.141762503,0.060992826,303.3130992,300.896639,6750,4087,0.463477641,0.366607815,5
0.115975801,0.091135385,0.068773767,0.248228703,0.133262224,0.054433441,302.8763706,300.5670531,7200,3891,0.547927499,0.292050183,6
0.115642383,0.096157852,0.070247837,0.291919297,0.136893252,0.055350319,302.9254782,300.7208712,6198,3576,0.50050658,0.332883209,6
0.121086978,0.102439169,0.085096341,0.296057164,0.184471956,0.086454452,304.1766947,301.4491246,5697,3290,0.499809474,0.33350271,5
0.117127288,0.0928098,0.069718792,0.252910151,0.123886852,0.05057054,303.0630128,300.5191064,5430,3090,0.510767817,0.323830158,6
0.117017886,0.093328885,0.070544951,0.24944652,0.13514301,0.057403312,302.856426,300.4410129,6659,3952,0.479047656,0.352221489,6
0.12083957,0.101054425,0.075451283,0.293671404,0.140061737,0.055612633,303.0125785,300.5609416,7823,4422,0.515708804,0.319514692,4
0.119708191,0.098500631,0.073995519,0.290909539,0.136074671,0.053478247,303.2108392,300.8058654,7234,3660,0.592382669,0.255979478,4
0.118328126,0.095109172,0.074576753,0.236677382,0.142021863,0.062737539,303.3840219,300.7394332,5944,3989,0.37895748,0.450371057,6
0.119675965,0.09698551,0.078595454,0.240649869,0.154449719,0.070515909,303.6682754,300.9723213,6231,4744,0.266094685,0.579660714,4
0.118631574,0.096157331,0.072685355,0.272698542,0.136377731,0.055542629,303.4946381,300.9910521,6644,3424,0.580293238,0.265587896,4
0.117389089,0.094297529,0.070344406,0.269107596,0.137715573,0.056374665,303.2446459,300.6213852,6144,2997,0.615584612,0.23794198,6
0.120167379,0.097055034,0.077258627,0.248674093,0.15278859,0.067193328,303.2707273,300.8287672,7636,4482,0.487521976,0.344517946,4
0.119201066,0.096056323,0.077165329,0.250826356,0.146815344,0.064655926,302.9680701,300.5299839,6730,4886,0.309688807,0.527080297,6
0.12068637,0.096905964,0.077846893,0.227901128,0.145757582,0.065995637,303.3474434,300.6951569,6065,3531,0.493709326,0.338948578,4
0.118069188,0.099804509,0.073247146,0.306146228,0.147991241,0.059650162,303.1679927,300.8514091,6010,4013,0.383268774,0.445850611,4
0.117157818,0.096177317,0.07123334,0.28265738,0.134804387,0.05459671,303.1796414,300.712288,7195,4386,0.458151102,0.371599972,4
0.118842641,0.096660196,0.075982976,0.255395126,0.140292558,0.061335051,303.4622905,300.9159785,7067,4376,0.445683628,0.383428544,4
0.116942842,0.0959608,0.070741184,0.30776119,0.140016651,0.055918768,303.5973087,300.8749415,7024,5069,0.315092534,0.520805538,4
0.118246711,0.098323211,0.072186918,0.306215213,0.142295997,0.056537648,303.0883708,300.7427428,6363,4070,0.419312,0.409133434,4
0.117719544,0.096913502,0.072010658,0.284503556,0.133734636,0.054494566,303.5768258,300.9852546,7028,4381,0.440317959,0.388582289,4
0.118719827,0.096716434,0.072643005,0.269338395,0.131715937,0.054330471,303.0675017,300.6067397,6514,3598,0.532462299,0.305089176,7
0.118276417,0.099085451,0.074890079,0.282938004,0.143106294,0.058772865,303.7624806,301.1323202,6456,3975,0.450227171,0.379094273,3
0.121602831,0.098044305,0.082379056,0.23473846,0.155474956,0.071936928,303.675258,301.1564069,7862,4690,0.475078166,0.355860353,6
0.120696791,0.102935387,0.078758963,0.310650192,0.158121745,0.06590871,303.7649021,301.071791,6151,3560,0.498158723,0.334972024,3
0.124016387,0.103736114,0.08313317,0.273178902,0.165835099,0.074352846,303.5053834,300.8434074,5306,3933,0.290796161,0.549431324,3
0.122041379,0.101291557,0.081158044,0.270964479,0.158770319,0.071607391,304.5510293,301.7286668,6058,3867,0.420994967,0.407464534,3
0.121175245,0.097735176,0.079799349,0.253802244,0.15483279,0.06907554,303.2166414,300.6410349,7560,4285,0.513705432,0.321261048,4
0.130920333,0.108778173,0.100107222,0.248280008,0.217229992,0.114012811,305.6867462,302.4368651,7229,4238,0.488439828,0.343688846,3
0.128320869,0.109745362,0.116058104,0.273344449,0.30827368,0.164441573,305.9738049,302.6895835,5972,3516,0.485195994,0.3466236,3
0.122116194,0.099949707,0.078678939,0.268739332,0.146777783,0.063233515,303.7462944,301.0592475,7636,4134,0.546676219,0.293095469,3
0.126082535,0.104297864,0.087432482,0.24315108,0.159745694,0.094439424,305.7751577,303.0356101,6602,4687,0.329778671,0.504009664,4
0.121695187,0.100553644,0.081991926,0.252310224,0.164951377,0.075974065,304.2528323,301.5461083,6990,3623,0.576482415,0.268647194,3
0.121881242,0.103103564,0.07886992,0.292303212,0.152900396,0.064370599,304.5468085,301.5782946,5489,3830,0.345109463,0.486867845,3
0.121343295,0.100936787,0.079911493,0.275169506,0.15696882,0.070527439,303.4895809,300.7544376,7591,4025,0.561100841,0.281147212,3
0.119924356,0.097681575,0.074519817,0.256250177,0.134851118,0.057592906,303.6862723,300.87133,7024,3390,0.622148633,0.232932657,3
0.123951401,0.103478577,0.09502217,0.271446423,0.212718523,0.104841195,305.2841346,302.4408392,7310,2749,0.752201438,0.141421273,3
0.122519467,0.100459926,0.080909859,0.266621546,0.162558929,0.072532633,303.7886076,301.0821716,7057,3909,0.530426502,0.30682525,3
0.122717687,0.099916069,0.082138086,0.261107774,0.171249622,0.079074667,304.1834952,301.3372008,7449,4011,0.550458729,0.289940834,3
0.121177184,0.098398532,0.075819857,0.265438816,0.140041136,0.058677606,303.3456543,300.6824393,7374,3015,0.713540792,0.167173862,4
0.120715813,0.099501838,0.075730278,0.293594437,0.146083846,0.059913263,302.8084937,300.2836624,5268,2811,0.556749761,0.284727991,3
0.122857618,0.101707386,0.078277223,0.296195231,0.155448417,0.064999813,303.1320169,300.4092285,6845,4386,0.417863548,0.410572976,3
0.119165915,0.096318333,0.071916598,0.269491039,0.127609552,0.052026009,302.6338556,300.2927502,7759,4229,0.541932702,0.297073454,4
0.121252841,0.096025356,0.074954656,0.24219479,0.135748094,0.058404923,302.9643542,300.3006543,7269,4742,0.402944922,0.425572693,4
0.119319791,0.095862043,0.070043669,0.276708884,0.123135787,0.04774775,302.5096921,300.0738402,6644,3661,0.534181297,0.303626865,4
0.121142403,0.0957276,0.074911514,0.239315841,0.135324883,0.058966406,302.8637866,300.2862301,7988,4973,0.441358835,0.387579501,4
0.11975458,0.095364818,0.070594055,0.271553594,0.126589009,0.050098367,302.5351551,300.1531336,7746,4584,0.481246024,0.350214601,4
0.119988494,0.096059374,0.07160813,0.269698668,0.129576717,0.052477495,302.5790542,300.1734652,5532,4837,0.133453876,0.764518201,5
0.119777384,0.096351883,0.071526768,0.272174578,0.133198058,0.054225985,302.5227209,300.1243292,6714,4117,0.453478128,0.376009703,6
0.129557518,0.108451831,0.088649693,0.252289788,0.154436858,0.093245994,307.3259965,303.1284215,5906,2558,0.684080124,0.187591955,5
0.126220995,0.108034665,0.087129446,0.319043342,0.180026351,0.0857024,305.0677696,301.7092133,7382,3959,0.553250194,0.287622541,5
0.120400381,0.096177074,0.071427329,0.265765815,0.127843128,0.051930614,302.6464567,300.1368018,6536,4897,0.280940235,0.561353087,5
0.129463611,0.111405296,0.094845998,0.315278054,0.214501272,0.116120381,305.8616843,302.185493,8401,4721,0.519992948,0.315795571,3
0.127848917,0.109580374,0.085366565,0.311845613,0.172825164,0.075769294,304.3538508,301.5979648,5538,3581,0.410316169,0.418121725,3
0.126265824,0.108273451,0.084326792,0.301048129,0.168214037,0.072004275,304.7647304,301.6512476,4079,1579,0.739357233,0.149850041,3
0.132488077,0.117508607,0.10661441,0.314336414,0.253688708,0.149026563,306.0749629,303.0247334,7241,3928,0.545272708,0.294269919,3
0.118176551,0.092614359,0.068972117,0.258110644,0.125863356,0.051364671,302.4045768,300.0235271,5671,3434,0.463405728,0.366674989,4
0.118875156,0.094108673,0.06849623,0.275971708,0.124834713,0.049186655,302.2318266,299.9408811,6411,3322,0.576662719,0.268502116,5
0.120641677,0.099357173,0.072241084,0.296019447,0.134334666,0.051910291,302.7667731,300.0337244,8806,3937,0.666830719,0.199881896,4
0.119245145,0.094648038,0.0693701,0.285406414,0.130769205,0.051735161,302.1932235,299.8927037,7997,3984,0.602320015,0.248190105,4
0.119465159,0.094373538,0.07043685,0.261226768,0.123150705,0.049730094,302.416602,299.9605527,7593,3888,0.584540248,0.262195796,4
0.119946435,0.094696457,0.071654681,0.252978549,0.128323043,0.053130169,302.4569645,300.0040806,8500,3995,0.638135791,0.220899999,4
0.124218271,0.104828133,0.089212487,0.291232513,0.210726366,0.104942507,304.1472021,301.2572209,5939,4068,0.36130783,0.469175398,4
0.118503946,0.094930824,0.070418942,0.272726151,0.132054466,0.053514507,302.5644873,300.0266922,6712,3630,0.547402084,0.292488873,4
0.121491224,0.09618954,0.070970936,0.267631859,0.125797058,0.049648662,302.3255848,299.9116025,7638,3969,0.574773014,0.270024329,4
0.12369672,0.100489481,0.077123552,0.258809201,0.137433763,0.059114439,303.6381349,300.9404364,5718,4161,0.307573974,0.529550195,5
0.119648065,0.097084947,0.07197587,0.27904366,0.129012932,0.052286472,302.6557285,300.2329549,6728,4737,0.337150335,0.495718122,5
0.128224839,0.110019115,0.095652406,0.286262594,0.236019063,0.127682904,305.6033698,302.2530624,4810,2650,0.53429538,0.303529978,1
0.127021998,0.108740692,0.091673756,0.292121403,0.207426224,0.105596391,305.1088495,301.9922637,5363,3490,0.405005187,0.423482299,1
0.128541889,0.109785322,0.096289155,0.276788671,0.22423354,0.120573312,305.2898023,302.1680675,5852,3280,0.521894634,0.314151436,1
0.120254467,0.095954506,0.07187798,0.279479766,0.125476428,0.048906715,302.7868577,300.2575201,7833,4591,0.488621354,0.343524992,5
0.120000895,0.09555955,0.070666785,0.26848937,0.127414511,0.050686696,302.7599958,300.3470808,8560,4119,0.623975933,0.231545344,5
0.120016604,0.095512771,0.070410706,0.267787491,0.12427552,0.048975973,302.7945725,300.3761028,6355,3813,0.470588237,0.360000014,5
0.131098537,0.115872177,0.107684544,0.312761846,0.260709478,0.143265063,305.8169208,302.7364694,6249,3199,0.584705651,0.26206404,1
0.137049358,0.123514015,0.129262453,0.275379879,0.302983602,0.195956637,305.3125903,302.8353807,7900,2855,0.768965244,0.130604476,2
0.130481873,0.112801579,0.108053371,0.265222886,0.246686131,0.148757502,304.7659848,302.2577596,4921,2615,0.559597969,0.282381773,2
0.121590091,0.099742263,0.081491198,0.276685581,0.165025218,0.075501996,303.1950103,300.4642083,6041,4982,0.190386474,0.680126607,5
0.126641225,0.106458361,0.095027703,0.284545591,0.202471145,0.105966971,305.4448055,302.3459079,4640,2720,0.488495588,0.343638539,6
0.124781542,0.105967156,0.083147221,0.282940413,0.160798205,0.072500963,303.9203699,301.1385443,6167,3503,0.51211524,0.322650522,4
0.122913186,0.101428518,0.07586355,0.2785428,0.137974459,0.055992138,302.9826484,300.3862747,6327,3275,0.577369869,0.267933458,4
0.120897878,0.096135194,0.070984022,0.277122572,0.127514009,0.05079272,302.1465485,299.7614126,7134,5734,0.215048552,0.646024764,5
0.12619038,0.10579847,0.0849027,0.280531844,0.182401441,0.089891008,304.1581135,301.4912622,8722,4678,0.55319804,0.287665814,1
0.12552221,0.104831166,0.082501267,0.278706755,0.165088739,0.077698302,304.2807922,301.4764863,6894,3659,0.560431182,0.281697035,1
0.131314052,0.11483272,0.116090561,0.297815397,0.274242621,0.160283843,306.3649578,302.9430287,6697,4051,0.46423471,0.365901232,6
0.126365643,0.107107677,0.085783733,0.290731113,0.190910126,0.090272078,303.9022931,301.4068112,7788,4540,0.492728353,0.339828521,1
0.125829501,0.106409467,0.08434176,0.291015011,0.190900737,0.090086423,303.920238,301.3727535,7737,4426,0.506876826,0.327248484,1
0.121171474,0.096509758,0.071451636,0.276373074,0.12524687,0.050431258,302.1755854,299.6070594,6485,3986,0.4515962,0.37779364,5
0.122057617,0.098370178,0.072817258,0.302638561,0.132643976,0.051728444,302.2874469,299.8495398,7527,3789,0.595660746,0.253399283,5
0.121947026,0.098178234,0.072620634,0.295597597,0.132583551,0.05191182,302.3157152,299.8796188,7733,5019,0.407213449,0.421248496,5
0.122048141,0.098310024,0.072650936,0.300595184,0.131961011,0.050864733,302.3251998,299.8567065,8256,4983,0.465968341,0.364285946,5
0.121835518,0.098061265,0.072292151,0.296712001,0.132308553,0.051257372,302.345163,299.8813103,6955,3372,0.619352996,0.235061154,5
0.128981209,0.1116061,0.100892426,0.311864493,0.241530268,0.123163828,304.0340524,301.1471198,5985,3920,0.399593145,0.428986698,1
0.127768866,0.109430963,0.095225559,0.310130617,0.224321772,0.111521061,303.8224403,301.07519,6792,3545,0.571809471,0.272418827,1
0.130037382,0.10974012,0.087217012,0.288027169,0.158703842,0.069515254,304.1919754,301.1383608,6925,3793,0.538457572,0.30000338,3
0.130563548,0.113127344,0.088999075,0.308298291,0.170353166,0.075683313,304.4213652,301.2455608,7383,3869,0.569095433,0.274619728,3
0.136232614,0.121069163,0.106197474,0.318798728,0.233800378,0.128353178,306.2187675,302.6769589,5403,2201,0.715343416,0.165947288,3
0.125547476,0.103020075,0.081369597,0.267657872,0.139796863,0.061863226,304.3471999,301.2678997,6173,3678,0.476012498,0.355002075,5
0.142543302,0.132677032,0.141996017,0.341437946,0.349772762,0.208814055,308.9033853,305.0181534,4612,2203,0.628444731,0.228165716,1
0.140520081,0.128997253,0.134540123,0.340711625,0.338399557,0.193150491,307.9515443,304.586789,5971,3627,0.460943401,0.368978411,1
0.122150553,0.098029148,0.073814413,0.275411483,0.127413879,0.051280473,303.0899693,300.3951564,6268,4290,0.361986965,0.468442857,5
0.13007534,0.114826421,0.107362366,0.324034867,0.267559986,0.143319145,305.3849213,301.969279,6587,3809,0.49881795,0.334384859,6
0.121747747,0.102573045,0.073762571,0.334033362,0.139438662,0.05341718,302.4735778,300.2728985,6948,4570,0.396037608,0.432626158,5
0.126348009,0.108885975,0.086743576,0.330505317,0.173806002,0.071423113,305.3115322,302.2063353,8132,3948,0.618515849,0.235699981,1
0.12951209,0.110344093,0.08395368,0.318794055,0.147912467,0.060542378,303.3864879,300.8508834,6107,3087,0.592971027,0.255515605,3
0.136809031,0.119970923,0.10836691,0.296050019,0.250380221,0.150551942,305.5680617,302.2892688,5755,2372,0.709579051,0.169878617,1
0.132647412,0.116773437,0.115460629,0.298480195,0.278754461,0.153449855,306.3047301,302.7299451,6561,3231,0.609641969,0.242512345,1
0.132380207,0.117389624,0.11441565,0.315472732,0.283374828,0.153663756,305.9622324,302.8153963,7493,3320,0.671793401,0.196320072,1
0.129814976,0.113054298,0.100815774,0.332704517,0.231213713,0.112683389,303.96845,301.211346,7696,4126,0.553485513,0.287427515,1
0.128580377,0.113396193,0.098315563,0.351053601,0.205919705,0.095494587,304.3429436,301.6443025,5669,3521,0.443249553,0.385761738,1
0.128981259,0.113357575,0.101004092,0.334725403,0.227944215,0.113583313,304.5320254,301.7690485,6237,3238,0.575389922,0.269526958,1
0.128015876,0.109733349,0.09440369,0.30586016,0.201440276,0.096788075,304.7512886,301.3831658,5459,3348,0.453344911,0.376135826,1
0.128607502,0.113393501,0.089394594,0.315631334,0.175524688,0.07971543,305.0504963,301.9210771,5997,3632,0.463277072,0.366795152,3
0.126035906,0.106530345,0.083830901,0.320299492,0.161791056,0.06864195,303.9915074,301.1531004,5821,3581,0.450900465,0.378454298,1
0.127594819,0.109533176,0.095659142,0.320198444,0.205198059,0.096869872,304.9827992,301.6392066,7681,4226,0.535263836,0.302707702,1
0.127205862,0.109869971,0.093378087,0.332477945,0.199312741,0.090298809,304.9342106,301.7286878,4909,3074,0.436655283,0.392122418,1
0.126189534,0.106935092,0.08773745,0.325612658,0.180438195,0.078540599,305.0423905,301.689159,6676,3655,0.538771391,0.299738199,1
0.128319803,0.110609924,0.098764427,0.293260649,0.217656736,0.105907629,305.4488364,302.5071813,7947,3204,0.720360756,0.162546858,1
0.127322058,0.107649885,0.087838849,0.283992364,0.168136218,0.074510163,304.1700459,301.2907001,6990,3893,0.526507258,0.310180485,3
0.134120985,0.120540058,0.118105798,0.313104744,0.285028494,0.181046442,307.8299625,303.9351429,8467,3326,0.732641459,0.154306903,1
0.134041814,0.116860689,0.125251097,0.281218473,0.301978714,0.164389499,306.3738074,302.7688808,6056,1850,0.829291701,0.093319356,1
0.134163521,0.119872457,0.124942164,0.318703774,0.304249311,0.167652939,306.4564565,303.0233152,6781,2948,0.682082295,0.189002469,1
0.133888881,0.116709169,0.12192277,0.295726247,0.285915022,0.151647266,306.1625129,302.5283005,5665,2237,0.730207264,0.155930877,1
0.132270655,0.116421668,0.113839898,0.324042872,0.257897056,0.136617096,306.3793663,302.9634581,5127,2489,0.618541718,0.235680237,1
